time_step,hour_of_day,day_of_week,cpu_util_percent,mem_util_percent,net_in_mbps,net_out_mbps,disk_io_percent
2433,10.75,1,64.42,61.62,94.23,181.74,22.52
2434,10.83,1,65.47,59.68,97.25,191.54,26.1
2435,10.92,1,64.96,64.49,107.27,194.02,33.39
2436,11.0,1,65.04,61.75,107.3,198.05,22.18
2437,11.08,1,67.23,60.17,98.08,184.89,31.1
2438,11.17,1,73.57,67.4,99.32,178.78,29.28
2439,11.25,1,68.99,66.52,94.38,179.4,28.99
2440,11.33,1,65.46,65.95,83.05,161.3,26.95
2441,11.42,1,63.68,65.78,99.04,190.67,18.51
2442,11.5,1,64.13,65.61,91.59,172.87,21.82
2443,11.58,1,60.48,64.02,91.08,172.16,27.42
2444,11.67,1,67.25,62.33,98.37,181.96,27.0
2445,11.75,1,61.4,62.33,83.1,150.73,18.77
2446,11.83,1,63.68,64.81,84.84,161.78,25.05
2447,11.92,1,67.34,65.4,92.19,177.98,29.2
2448,12.0,1,80.28,70.82,115.22,217.48,49.22
2449,12.08,1,79.38,70.78,109.61,212.85,52.43
2450,12.17,1,76.9,70.1,93.16,179.41,59.46
2451,12.25,1,85.29,73.23,109.15,209.77,57.84
2452,12.33,1,62.01,61.21,87.27,167.92,31.85
2453,12.42,1,62.83,59.87,90.15,181.57,24.2
2454,12.5,1,58.56,60.94,89.39,168.46,28.97
2455,12.58,1,64.7,64.23,92.95,180.71,22.05
2456,12.67,1,63.53,63.68,88.33,170.24,29.2
2457,12.75,1,65.25,66.27,90.13,175.92,23.45
2458,12.83,1,60.41,64.45,89.11,172.06,26.93
2459,12.92,1,67.0,64.94,98.74,187.52,28.78
2460,13.0,1,57.88,60.85,81.82,159.17,27.22
2461,13.08,1,63.88,64.89,83.03,161.98,21.94
2462,13.17,1,64.48,64.87,91.59,178.02,27.39
2463,13.25,1,64.14,62.98,86.77,173.5,26.14
2464,13.33,1,64.35,65.27,94.52,181.1,31.1
2465,13.42,1,66.4,64.59,106.53,196.26,24.04
2466,13.5,1,68.11,65.4,85.92,165.49,21.8
2467,13.58,1,62.76,64.11,99.52,186.91,19.11
2468,13.67,1,59.74,61.28,90.44,170.43,23.79
2469,13.75,1,64.9,64.39,101.7,191.46,24.52
2470,13.83,1,61.76,63.39,85.63,159.61,24.24
2471,13.92,1,66.96,66.77,83.78,150.81,25.56
2472,14.0,1,60.21,63.59,88.69,177.03,30.63
2473,14.08,1,59.1,62.13,97.11,182.36,24.19
2474,14.17,1,62.37,57.85,81.36,147.88,30.12
2475,14.25,1,55.54,60.48,74.36,144.75,25.42
2476,14.33,1,59.75,62.68,91.39,177.59,21.29
2477,14.42,1,59.97,63.19,82.87,158.28,25.03
2478,14.5,1,61.64,60.83,102.3,187.69,31.59
2479,14.58,1,57.11,56.46,88.75,162.67,28.34
2480,14.67,1,57.24,62.37,77.94,161.7,29.12
2481,14.75,1,64.09,61.39,87.39,160.24,28.04
2482,14.83,1,59.7,64.31,82.44,150.24,23.02
2483,14.92,1,62.47,61.96,89.62,169.78,32.18
2484,15.0,1,57.25,58.71,86.13,169.14,26.55
2485,15.08,1,58.64,62.09,87.22,175.29,28.38
2486,15.17,1,59.26,62.9,77.12,147.75,25.25
2487,15.25,1,64.3,65.05,99.38,187.75,21.94
2488,15.33,1,57.09,61.7,81.19,149.73,25.85
2489,15.42,1,56.94,59.21,75.9,152.07,31.01
2490,15.5,1,61.02,59.4,84.52,161.78,28.49
2491,15.58,1,55.5,59.19,89.71,171.29,26.09
2492,15.67,1,57.47,58.57,85.48,166.04,20.93
2493,15.75,1,59.65,62.71,88.8,171.35,31.0
2494,15.83,1,53.73,60.93,70.12,135.51,28.82
2495,15.92,1,56.57,60.8,83.94,167.69,17.01
2496,16.0,1,85.88,73.64,126.03,228.84,72.33
2497,16.08,1,82.61,71.55,99.71,190.53,66.8
2498,16.17,1,80.0,72.96,107.89,206.23,68.32
2499,16.25,1,77.83,66.36,113.38,212.02,63.34
2500,16.33,1,51.34,55.69,77.87,153.25,23.32
2501,16.42,1,49.6,60.97,66.37,132.77,18.0
2502,16.5,1,57.94,58.56,87.71,173.43,21.27
2503,16.58,1,56.85,61.65,73.88,142.43,26.28
2504,16.67,1,49.54,58.77,67.51,130.43,19.36
2505,16.75,1,52.61,54.82,72.03,142.35,24.87
2506,16.83,1,51.4,54.66,89.03,169.27,23.29
2507,16.92,1,54.74,62.16,67.33,123.59,33.21
2508,17.0,1,51.52,56.24,64.05,129.61,20.29
2509,17.08,1,49.67,55.46,76.88,139.2,21.07
2510,17.17,1,47.43,55.3,72.76,142.97,18.99
2511,17.25,1,50.09,55.6,71.35,151.13,28.24
2512,17.33,1,47.25,57.32,71.82,141.93,22.24
2513,17.42,1,48.81,54.6,65.06,123.64,21.56
2514,17.5,1,47.34,52.37,72.55,138.33,24.92
2515,17.58,1,45.87,57.96,71.73,140.96,17.99
2516,17.67,1,43.34,52.24,76.72,148.0,15.47
2517,17.75,1,79.42,69.23,203.83,380.67,30.99
2518,17.83,1,46.02,57.37,68.08,139.8,22.15
2519,17.92,1,51.69,58.4,66.84,136.89,19.98
2520,18.0,1,41.39,55.85,67.74,126.16,21.77
2521,18.08,1,46.75,57.73,70.03,136.14,29.09
2522,18.17,1,43.84,53.82,66.18,131.59,22.75
2523,18.25,1,51.04,60.01,63.36,131.63,14.83
2524,18.33,1,45.18,55.67,70.0,137.8,26.96
2525,18.42,1,43.96,53.58,71.13,134.62,28.95
2526,18.5,1,42.11,54.53,73.48,144.44,22.64
2527,18.58,1,39.5,50.15,58.35,124.13,20.56
2528,18.67,1,42.62,55.85,59.54,115.91,14.46
2529,18.75,1,36.26,52.73,54.4,104.42,15.6
2530,18.83,1,35.99,51.44,65.66,128.03,17.77
2531,18.92,1,43.79,50.87,78.64,148.29,18.01
2532,19.0,1,33.66,52.45,64.36,129.97,16.38
2533,19.08,1,38.28,53.1,66.12,125.8,20.07
2534,19.17,1,35.31,50.85,57.12,119.28,16.09
2535,19.25,1,37.16,51.36,60.58,121.53,25.37
2536,19.33,1,38.81,51.39,63.72,128.19,20.0
2537,19.42,1,41.2,52.85,62.42,125.8,22.32
2538,19.5,1,41.61,55.26,72.04,143.94,22.44
2539,19.58,1,33.73,49.14,42.25,84.51,19.96
2540,19.67,1,34.92,50.16,45.16,86.39,18.92
2541,19.75,1,50.34,57.4,62.17,119.52,26.58
2542,19.83,1,34.89,50.5,50.45,105.44,23.56
2543,19.92,1,32.29,48.3,64.52,117.3,9.82
2544,20.0,1,60.44,61.86,78.02,140.43,61.28
2545,20.08,1,61.72,63.46,79.84,154.84,65.18
2546,20.17,1,60.83,60.56,81.39,160.72,62.66
2547,20.25,1,61.01,62.13,97.08,189.64,64.23
2548,20.33,1,61.4,66.49,100.16,185.54,65.46
2549,20.42,1,33.07,49.76,62.81,117.16,17.24
2550,20.5,1,29.48,46.41,58.99,112.76,11.41
2551,20.58,1,33.77,48.1,68.74,131.78,16.79
2552,20.67,1,32.57,47.13,39.71,79.8,23.83
2553,20.75,1,33.55,53.35,45.46,92.44,17.38
2554,20.83,1,25.49,48.49,39.98,88.99,18.74
2555,20.92,1,31.72,46.69,53.89,106.7,17.66
2556,21.0,1,23.91,46.19,44.49,94.78,16.44
2557,21.08,1,29.94,50.92,51.85,106.61,17.02
2558,21.17,1,32.56,49.57,60.74,115.79,21.11
2559,21.25,1,33.62,49.15,40.35,85.84,15.12
2560,21.33,1,30.85,53.36,50.9,104.49,18.4
2561,21.42,1,31.77,45.48,55.24,109.44,15.63
2562,21.5,1,28.09,52.9,46.1,93.85,19.7
2563,21.58,1,27.09,47.31,49.02,97.95,12.34
2564,21.67,1,38.04,54.7,68.83,128.43,22.11
2565,21.75,1,31.27,46.67,53.02,117.26,18.65
2566,21.83,1,24.03,44.36,60.93,124.96,10.95
2567,21.92,1,21.83,42.66,48.8,100.48,22.44
2568,22.0,1,26.05,46.52,48.39,95.08,18.74
2569,22.08,1,31.64,49.85,56.99,112.13,13.57
2570,22.17,1,27.43,49.48,53.86,101.1,17.48
2571,22.25,1,19.28,40.25,51.62,105.26,8.26
2572,22.33,1,26.25,47.13,55.9,112.3,9.71
2573,22.42,1,26.69,48.8,51.14,101.01,21.46
2574,22.5,1,18.07,45.29,30.85,65.68,9.72
2575,22.58,1,26.44,46.02,50.05,98.6,19.76
2576,22.67,1,22.66,44.34,46.82,91.81,20.33
2577,22.75,1,19.64,43.65,44.79,86.74,10.97
2578,22.83,1,31.54,49.57,46.98,89.46,26.21
2579,22.92,1,22.1,47.55,47.42,91.85,15.9
2580,23.0,1,23.35,43.09,49.42,95.83,16.03
2581,23.08,1,23.19,43.86,33.15,75.12,11.8
2582,23.17,1,25.48,43.8,35.97,71.65,12.45
2583,23.25,1,31.57,50.06,61.82,111.28,9.12
2584,23.33,1,21.12,46.71,33.5,71.76,12.17
2585,23.42,1,24.16,43.03,56.29,114.44,20.7
2586,23.5,1,25.59,46.69,43.48,93.11,12.33
2587,23.58,1,22.08,46.99,44.57,91.06,11.79
2588,23.67,1,23.95,47.34,46.43,87.87,10.84
2589,23.75,1,27.12,48.75,41.83,81.3,11.34
2590,23.83,1,22.37,42.69,52.97,108.35,19.14
2591,23.92,1,44.6,56.61,118.24,230.13,16.29
2592,0.0,2,45.23,54.98,69.75,129.83,53.39
2593,0.08,2,46.38,58.01,55.66,111.25,52.79
2594,0.17,2,47.61,57.32,61.44,117.82,58.34
2595,0.25,2,48.84,55.35,82.62,154.6,51.48
2596,0.33,2,53.6,59.68,79.27,152.87,54.29
2597,0.42,2,15.81,43.75,29.29,62.06,9.58
2598,0.5,2,24.59,45.05,39.95,71.9,13.59
2599,0.58,2,20.46,44.46,43.94,90.1,11.51
2600,0.67,2,23.96,43.11,53.83,108.53,15.41
2601,0.75,2,28.47,48.91,44.67,94.14,23.52
2602,0.83,2,29.67,48.24,59.37,114.0,16.6
2603,0.92,2,29.93,50.3,49.63,91.4,22.18
2604,1.0,2,30.01,49.54,55.01,106.91,21.28
2605,1.08,2,25.19,45.52,31.03,69.38,16.13
2606,1.17,2,30.82,47.18,39.16,80.1,21.55
2607,1.25,2,31.65,47.09,59.54,121.42,18.84
2608,1.33,2,26.69,46.0,49.23,92.11,10.96
2609,1.42,2,30.48,50.49,54.81,112.71,17.46
2610,1.5,2,26.67,43.49,38.37,80.31,17.49
2611,1.58,2,31.63,47.16,49.58,97.47,24.96
2612,1.67,2,26.31,48.56,33.19,75.1,12.85
2613,1.75,2,24.93,48.88,38.14,79.84,18.06
2614,1.83,2,23.34,43.54,42.82,82.16,10.91
2615,1.92,2,26.86,44.99,49.85,104.64,22.89
2616,2.0,2,27.97,50.4,42.87,85.95,21.89
2617,2.08,2,24.59,45.82,48.93,98.25,11.35
2618,2.17,2,27.26,45.48,47.4,91.01,23.78
2619,2.25,2,26.53,49.03,45.03,90.79,20.94
2620,2.33,2,24.85,47.19,45.49,87.14,21.27
2621,2.42,2,32.5,51.1,70.79,136.57,24.4
2622,2.5,2,33.37,48.33,53.76,106.92,22.85
2623,2.58,2,33.01,50.61,62.23,125.05,16.91
2624,2.67,2,29.38,50.72,54.63,101.3,23.36
2625,2.75,2,29.88,49.73,48.88,102.99,13.9
2626,2.83,2,26.53,48.78,34.44,77.16,13.53
2627,2.92,2,32.0,52.21,48.39,96.15,16.18
2628,3.0,2,31.45,50.01,53.35,106.68,19.2
2629,3.08,2,41.12,52.38,63.51,125.85,16.61
2630,3.17,2,35.29,52.64,67.72,132.32,14.03
2631,3.25,2,32.92,47.6,48.63,100.55,14.56
2632,3.33,2,32.0,48.95,52.22,102.07,16.55
2633,3.42,2,35.99,52.37,62.47,118.65,19.28
2634,3.5,2,29.62,41.89,48.32,99.11,14.36
2635,3.58,2,37.16,52.23,67.38,123.66,14.44
2636,3.67,2,29.72,48.97,41.97,88.64,18.99
2637,3.75,2,31.92,47.09,41.15,87.68,25.2
2638,3.83,2,27.82,48.17,46.09,89.06,15.3
2639,3.92,2,36.77,51.93,58.56,122.52,22.76
2640,4.0,2,51.83,58.39,78.94,150.33,46.9
2641,4.08,2,49.37,59.59,75.35,143.44,48.82
2642,4.17,2,32.51,51.39,50.75,98.08,21.39
2643,4.25,2,40.98,54.72,52.11,106.04,20.26
2644,4.33,2,36.08,49.19,57.35,111.27,15.09
2645,4.42,2,34.26,50.38,47.8,88.85,13.64
2646,4.5,2,44.07,57.2,68.45,134.92,25.62
2647,4.58,2,35.45,50.52,48.68,96.16,21.39
2648,4.67,2,42.14,57.07,68.61,138.92,24.45
2649,4.75,2,34.54,51.88,69.79,137.17,21.34
2650,4.83,2,37.74,55.4,54.48,109.4,23.72
2651,4.92,2,41.16,51.39,54.27,112.76,21.18
2652,5.0,2,39.62,52.52,71.7,139.86,13.83
2653,5.08,2,41.1,53.37,78.46,155.13,21.4
2654,5.17,2,38.79,53.67,51.58,99.59,26.87
2655,5.25,2,35.51,49.5,56.87,120.6,20.28
2656,5.33,2,46.66,52.78,74.88,146.16,16.75
2657,5.42,2,40.29,53.88,61.26,114.26,23.01
2658,5.5,2,43.4,53.8,53.07,106.21,29.52
2659,5.58,2,45.28,54.43,58.35,115.97,19.09
2660,5.67,2,44.34,53.57,58.06,115.14,22.39
2661,5.75,2,41.21,53.79,56.13,101.04,22.2
2662,5.83,2,48.19,54.53,73.52,139.59,22.86
2663,5.92,2,46.36,55.47,79.42,146.03,24.78
2664,6.0,2,45.7,53.91,58.98,109.31,19.8
2665,6.08,2,46.05,54.5,63.97,125.98,24.02
2666,6.17,2,51.76,59.0,68.23,130.01,27.61
2667,6.25,2,43.75,55.99,69.81,133.84,20.0
2668,6.33,2,48.2,56.08,66.26,124.79,25.27
2669,6.42,2,45.33,57.33,61.31,127.25,19.82
2670,6.5,2,40.83,51.43,51.22,102.4,14.7
2671,6.58,2,41.17,50.49,75.29,137.9,14.77
2672,6.67,2,44.92,52.54,86.42,168.78,23.08
2673,6.75,2,46.6,53.82,71.59,137.15,14.14
2674,6.83,2,56.93,57.99,95.21,187.34,24.6
2675,6.92,2,52.2,62.53,73.1,141.54,19.89
2676,7.0,2,52.94,55.72,78.52,147.85,14.46
2677,7.08,2,48.37,58.64,78.25,148.14,24.82
2678,7.17,2,51.23,58.0,70.46,134.82,17.19
2679,7.25,2,59.5,62.22,85.12,165.67,34.11
2680,7.33,2,47.59,54.6,69.84,131.8,28.45
2681,7.42,2,53.85,59.88,83.12,165.83,23.2
2682,7.5,2,58.29,59.4,85.45,165.65,16.54
2683,7.58,2,56.44,62.24,76.9,149.55,25.29
2684,7.67,2,59.76,63.9,84.3,162.11,32.28
2685,7.75,2,54.59,59.3,89.43,170.87,27.89
2686,7.83,2,87.19,74.1,201.14,365.71,36.3
2687,7.92,2,55.0,60.62,84.7,163.92,29.93
2688,8.0,2,81.9,72.62,131.33,256.02,63.01
2689,8.08,2,77.2,71.79,98.6,190.94,71.2
2690,8.17,2,83.55,74.59,120.94,229.88,76.2
2691,8.25,2,82.17,71.92,114.05,207.61,65.61
2692,8.33,2,56.69,59.56,85.78,169.83,22.56
2693,8.42,2,62.94,64.95,91.98,179.58,31.95
2694,8.5,2,56.25,60.0,76.88,154.23,29.64
2695,8.58,2,61.75,63.01,80.81,150.95,21.96
2696,8.67,2,62.43,64.15,89.92,169.85,20.43
2697,8.75,2,61.18,64.48,82.16,150.46,24.84
2698,8.83,2,55.13,60.33,78.2,142.92,17.89
2699,8.92,2,60.09,60.86,93.49,175.4,21.59
2700,9.0,2,66.0,68.29,84.38,164.22,23.77
2701,9.08,2,53.08,61.95,77.17,146.82,27.77
2702,9.17,2,59.09,59.55,94.34,176.47,30.35
2703,9.25,2,64.1,62.02,87.87,169.86,30.54
2704,9.33,2,59.92,60.39,98.66,177.58,21.68
2705,9.42,2,63.43,65.24,78.71,148.97,25.52
2706,9.5,2,65.8,68.28,108.51,207.02,24.64
2707,9.58,2,61.94,61.86,89.47,169.03,26.34
2708,9.67,2,63.16,63.76,80.17,160.8,28.8
2709,9.75,2,61.95,61.37,96.01,179.51,23.58
2710,9.83,2,62.91,66.71,93.94,176.13,21.67
2711,9.92,2,69.46,67.91,109.41,202.0,33.66
2712,10.0,2,62.1,61.29,77.23,145.22,29.82
2713,10.08,2,61.3,58.38,79.79,155.01,26.68
2714,10.17,2,66.39,66.95,100.82,195.52,22.34
2715,10.25,2,59.99,60.85,107.38,214.06,28.46
2716,10.33,2,60.97,64.12,92.77,179.88,24.57
2717,10.42,2,61.18,63.12,94.25,173.77,16.41
2718,10.5,2,62.58,59.49,84.01,167.42,23.54
2719,10.58,2,62.9,61.69,89.02,172.68,27.56
2720,10.67,2,66.24,64.1,89.53,171.3,25.7
2721,10.75,2,62.74,61.88,94.31,185.09,27.72
2722,10.83,2,66.66,65.23,102.43,206.22,28.53
2723,10.92,2,67.23,66.05,97.16,183.94,22.43
2724,11.0,2,62.03,66.49,95.8,178.28,28.24
2725,11.08,2,67.38,66.26,95.62,188.76,29.95
2726,11.17,2,67.79,68.49,106.95,215.79,26.83
2727,11.25,2,58.45,60.35,78.25,151.58,24.67
2728,11.33,2,65.72,66.91,105.2,199.51,26.47
2729,11.42,2,62.99,62.59,84.86,163.62,31.8
2730,11.5,2,69.39,64.39,98.4,189.36,28.88
2731,11.58,2,63.07,61.46,81.13,149.0,26.27
2732,11.67,2,60.24,56.82,91.33,175.92,26.94
2733,11.75,2,64.85,65.89,93.88,180.34,28.01
2734,11.83,2,61.84,60.25,95.12,182.29,25.06
2735,11.92,2,67.97,68.4,82.69,159.68,21.65
2736,12.0,2,88.11,74.3,121.81,229.74,71.38
2737,12.08,2,90.88,72.79,127.28,229.11,74.0
2738,12.17,2,70.39,64.44,91.56,171.2,28.76
2739,12.25,2,68.8,66.34,101.83,197.57,25.21
2740,12.33,2,66.6,61.21,79.92,159.3,25.87
2741,12.42,2,64.43,65.18,91.3,172.23,30.08
2742,12.5,2,66.17,61.74,105.7,195.48,19.8
2743,12.58,2,67.18,63.75,94.52,183.73,23.82
2744,12.67,2,61.24,62.96,82.74,160.29,25.84
2745,12.75,2,67.6,66.35,95.6,181.46,31.06
2746,12.83,2,60.67,63.9,88.6,173.78,32.43
2747,12.92,2,66.43,62.28,101.89,187.5,30.17
2748,13.0,2,60.44,61.58,88.57,175.24,22.74
2749,13.08,2,71.07,69.17,106.38,193.98,20.72
2750,13.17,2,66.75,64.42,95.83,178.37,34.16
2751,13.25,2,58.49,61.91,79.2,147.35,21.26
2752,13.33,2,63.79,64.03,80.33,151.69,26.53
2753,13.42,2,61.82,65.42,92.15,177.4,24.99
2754,13.5,2,61.24,61.63,73.49,145.67,25.03
2755,13.58,2,63.82,60.94,77.46,149.03,21.29
2756,13.67,2,59.88,60.01,75.67,139.82,32.15
2757,13.75,2,65.6,64.9,99.44,178.99,22.9
2758,13.83,2,65.21,61.2,81.33,160.62,26.94
2759,13.92,2,63.76,62.61,95.28,185.11,24.16
2760,14.0,2,62.25,63.16,81.45,161.96,28.02
2761,14.08,2,64.41,62.45,91.12,173.35,25.27
2762,14.17,2,64.64,64.74,92.06,179.06,24.91
2763,14.25,2,63.22,64.9,89.57,168.04,30.15
2764,14.33,2,56.79,61.47,77.98,152.76,22.9
2765,14.42,2,58.37,58.17,72.51,138.12,30.24
2766,14.5,2,59.93,62.13,87.13,162.76,20.05
2767,14.58,2,55.43,60.26,85.98,165.92,22.86
2768,14.67,2,61.1,61.74,93.76,179.67,21.84
2769,14.75,2,85.9,74.28,171.03,322.41,31.6
2770,14.83,2,64.13,64.41,94.01,172.8,20.54
2771,14.92,2,62.04,62.73,83.27,164.53,27.99
2772,15.0,2,61.69,60.75,92.62,177.37,28.3
2773,15.08,2,66.58,64.91,98.2,192.1,32.67
2774,15.17,2,61.47,66.39,86.38,170.76,28.76
2775,15.25,2,61.43,61.86,89.1,160.37,28.7
2776,15.33,2,52.82,60.86,78.17,155.95,25.93
2777,15.42,2,62.18,63.06,93.27,183.36,24.67
2778,15.5,2,58.57,59.76,72.93,134.99,31.12
2779,15.58,2,56.55,59.85,70.35,128.81,26.35
2780,15.67,2,55.32,59.86,69.3,138.61,33.73
2781,15.75,2,54.19,60.7,76.47,148.22,30.56
2782,15.83,2,60.14,66.83,90.82,170.26,26.42
2783,15.92,2,55.28,59.98,66.33,136.59,25.4
2784,16.0,2,72.33,65.09,102.55,196.1,60.09
2785,16.08,2,71.04,63.66,109.8,197.64,62.78
2786,16.17,2,73.95,67.44,105.93,195.58,51.03
2787,16.25,2,71.71,65.01,86.05,170.1,61.86
2788,16.33,2,70.52,67.85,103.79,197.0,57.8
2789,16.42,2,48.22,57.83,74.8,141.04,26.38
2790,16.5,2,56.01,59.91,79.47,155.31,21.13
2791,16.58,2,51.77,59.61,78.57,148.39,19.88
2792,16.67,2,48.04,56.75,61.48,114.43,23.37
2793,16.75,2,50.48,61.45,75.98,151.85,26.52
2794,16.83,2,52.94,60.07,82.35,164.07,18.31
2795,16.92,2,50.7,59.61,70.29,138.93,21.08
2796,17.0,2,50.84,54.98,72.25,132.37,17.92
2797,17.08,2,49.9,55.11,70.34,145.87,24.15
2798,17.17,2,44.86,56.14,65.03,136.13,29.19
2799,17.25,2,52.22,55.4,71.02,144.21,21.72
2800,17.33,2,42.49,52.87,59.83,119.21,23.76
2801,17.42,2,49.66,59.7,78.72,152.15,22.9
2802,17.5,2,49.77,56.1,60.78,121.58,23.92
2803,17.58,2,46.41,53.46,72.15,134.17,19.22
2804,17.67,2,47.98,57.93,76.69,145.32,24.61
2805,17.75,2,45.34,59.55,58.58,112.52,20.53
2806,17.83,2,47.15,54.6,70.97,140.78,28.95
2807,17.92,2,48.91,59.46,66.36,130.69,20.18
2808,18.0,2,42.23,52.14,74.76,139.78,24.47
2809,18.08,2,46.92,55.89,69.66,127.43,29.63
2810,18.17,2,50.05,57.38,86.85,168.1,27.27
2811,18.25,2,44.62,53.51,79.12,147.1,17.54
2812,18.33,2,41.5,55.42,67.25,124.78,16.38
2813,18.42,2,50.74,54.76,93.03,187.94,24.5
2814,18.5,2,42.7,54.61,53.64,118.11,20.92
2815,18.58,2,42.77,56.39,77.88,147.95,22.75
2816,18.67,2,42.41,55.67,63.75,115.63,25.38
2817,18.75,2,42.67,55.18,65.19,133.39,21.02
2818,18.83,2,39.49,55.94,58.69,117.33,17.36
2819,18.92,2,40.91,52.97,52.49,108.34,21.06
2820,19.0,2,43.16,51.37,71.34,135.25,26.87
2821,19.08,2,38.1,52.41,50.79,96.23,19.67
2822,19.17,2,37.52,51.63,55.29,108.33,27.99
2823,19.25,2,37.55,47.67,55.68,111.1,22.93
2824,19.33,2,34.32,48.19,64.15,121.8,21.74
2825,19.42,2,35.36,48.41,56.84,118.8,16.66
2826,19.5,2,34.81,49.04,41.78,76.51,18.2
2827,19.58,2,36.94,50.92,52.14,105.9,21.33
2828,19.67,2,39.47,52.14,49.87,100.4,19.75
2829,19.75,2,41.24,52.0,68.51,139.41,25.35
2830,19.83,2,35.97,48.68,48.7,92.85,19.84
2831,19.92,2,36.98,52.39,54.53,111.68,16.89
2832,20.0,2,57.94,61.3,98.52,189.73,59.02
2833,20.08,2,49.38,57.51,79.35,154.05,54.19
2834,20.17,2,52.32,62.1,68.47,128.81,59.11
2835,20.25,2,58.64,61.71,91.96,171.67,55.9
2836,20.33,2,36.53,50.71,53.1,104.09,26.73
2837,20.42,2,36.1,51.03,64.9,124.3,13.27
2838,20.5,2,32.2,49.69,50.34,106.92,16.95
2839,20.58,2,25.5,47.71,37.92,78.93,17.35
2840,20.67,2,28.54,47.76,40.83,87.46,15.45
2841,20.75,2,28.75,44.05,51.8,95.98,8.43
2842,20.83,2,33.69,49.29,62.73,113.71,26.43
2843,20.92,2,29.92,48.47,53.88,106.1,20.81
2844,21.0,2,36.77,54.16,55.67,103.81,14.59
2845,21.08,2,35.69,49.49,43.45,88.41,14.89
2846,21.17,2,36.11,47.98,53.22,101.58,13.56
2847,21.25,2,26.76,47.17,37.09,78.29,16.52
2848,21.33,2,31.4,50.86,63.63,120.61,24.14
2849,21.42,2,27.73,46.69,45.09,93.97,16.18
2850,21.5,2,30.28,53.39,53.74,102.33,16.15
2851,21.58,2,26.05,51.02,43.51,79.0,20.79
2852,21.67,2,32.91,49.66,57.93,118.53,19.92
2853,21.75,2,25.62,46.9,51.49,98.83,16.58
2854,21.83,2,21.32,47.33,59.21,123.44,18.68
2855,21.92,2,35.02,50.58,53.38,102.87,12.11
2856,22.0,2,29.23,46.54,58.42,111.04,19.61
2857,22.08,2,23.72,47.45,45.69,90.82,21.49
2858,22.17,2,26.69,47.94,42.41,83.53,12.15
2859,22.25,2,25.04,44.65,41.0,84.43,15.2
2860,22.33,2,26.89,47.66,51.04,103.88,9.35
2861,22.42,2,29.5,47.96,48.03,99.23,16.07
2862,22.5,2,28.78,47.18,50.38,100.25,15.04
2863,22.58,2,27.25,45.69,53.01,97.92,24.07
2864,22.67,2,26.22,47.04,66.43,138.19,15.14
2865,22.75,2,29.84,47.89,51.06,100.07,19.07
2866,22.83,2,19.19,44.2,29.0,60.09,20.6
2867,22.92,2,23.18,47.07,46.0,92.35,7.49
2868,23.0,2,22.26,45.48,37.84,76.8,16.5
2869,23.08,2,29.1,48.59,65.06,118.37,13.28
2870,23.17,2,22.89,44.22,38.49,82.15,11.82
2871,23.25,2,20.88,46.75,40.21,78.27,12.2
2872,23.33,2,27.23,45.55,52.66,103.16,15.25
2873,23.42,2,22.05,41.7,45.39,100.5,11.8
2874,23.5,2,23.94,43.63,54.85,113.46,14.74
2875,23.58,2,33.45,52.12,60.48,126.93,22.64
2876,23.67,2,27.83,48.44,67.14,127.47,19.3
2877,23.75,2,46.25,58.44,128.97,245.8,32.84
2878,23.83,2,24.6,43.42,54.91,110.85,17.3
2879,23.92,2,28.18,52.32,45.06,90.84,19.85
2880,0.0,3,83.13,71.84,196.16,359.33,80.58
2881,0.08,3,54.85,56.16,78.03,155.88,63.74
2882,0.17,3,25.38,50.81,57.35,110.65,21.68
2883,0.25,3,19.86,41.32,45.97,93.43,11.44
2884,0.33,3,19.16,42.83,38.53,83.91,16.89
2885,0.42,3,24.5,45.61,56.37,106.57,20.18
2886,0.5,3,22.95,46.22,42.45,80.97,8.34
2887,0.58,3,27.28,45.7,58.69,128.22,15.56
2888,0.67,3,25.99,48.78,49.22,94.29,16.43
2889,0.75,3,22.68,46.71,39.2,88.64,11.39
2890,0.83,3,26.05,46.76,48.82,97.6,18.05
2891,0.92,3,24.11,48.5,44.2,87.44,23.01
2892,1.0,3,32.91,49.68,50.96,100.09,14.55
2893,1.08,3,27.15,46.67,49.44,98.69,21.73
2894,1.17,3,20.46,48.2,42.79,93.7,17.28
2895,1.25,3,32.43,50.19,38.92,83.84,12.89
2896,1.33,3,23.99,43.82,47.8,94.98,14.53
2897,1.42,3,22.95,43.63,48.47,87.91,16.97
2898,1.5,3,34.03,50.35,67.44,131.5,25.05
2899,1.58,3,27.9,42.76,38.6,80.14,20.38
2900,1.67,3,29.33,46.93,42.05,91.99,14.79
2901,1.75,3,29.63,48.13,52.23,96.66,19.19
2902,1.83,3,26.54,46.61,41.14,81.59,6.63
2903,1.92,3,25.46,43.94,36.04,72.24,20.18
2904,2.0,3,26.25,45.91,43.19,87.46,13.7
2905,2.08,3,33.53,52.45,52.36,104.7,14.36
2906,2.17,3,28.85,49.93,41.49,86.87,16.15
2907,2.25,3,32.97,50.03,46.38,84.01,13.46
2908,2.33,3,28.35,47.62,48.05,97.35,16.5
2909,2.42,3,26.23,46.48,34.88,74.02,20.97
2910,2.5,3,24.09,46.31,32.18,68.31,8.32
2911,2.58,3,31.67,49.46,53.58,105.55,17.83
2912,2.67,3,35.61,51.67,69.78,125.6,18.47
